feature	Finegoldia	Dysosmobacter	Anaerococcus	Lachnospiraceae_unclassified_family	Campylobacter	Mesorhizobium	Pseudomonas	Faecalibacterium	Peptostreptococcaceae_unclassified_family	Blautia	Streptococcus	Peptoniphilus	Anaerobutyricum	Clostridium	Anaerostipes	Dialister	Mediterraneibacter	Ruminococcus	Escherichia	Lachnospira	Eubacteriales_unclassified_order	Agathobacter	Aminipila	Caproiciproducens	Shigella	Mogibacterium	Massilistercora	Romboutsia	Pseudobutyrivibrio	Lactobacillus	Stenotrophomonas	Oscillospiraceae_unclassified_family	Phocaeicola	Cutibacterium	Ruminiclostridium	Roseburia	Lachnoclostridium	Acinetobacter	Sinorhizobium	Ruthenibacterium	Staphylococcus	Janthinobacterium	Eubacteriales.Family.XIII..Incertae.Sedis_unclassified_family	Oscillibacter	Lacrimispora	Enterococcus	Bacteroides	Ezakiella	Megasphaera	Salmonella	Enterobacter	Caproicibacterium	Hungatella	Enterocloster	Haemophilus	Corynebacterium	Veillonella	Erysipelotrichaceae_unclassified_family	Ligilactobacillus	Brucella	Agrobacterium	Ralstonia	Peptacetobacter	Gemella	Flintibacter	Anaerotignum	Bacillus	Anaerocolumna	Acetivibrio	Intestinimonas	Fusobacterium	Mammaliicoccus	Murdochiella	Flavonifractor	Tannerella	Ethanoligenens	Lachnoanaerobaculum	Marinilactibacillus	Herbinix	Porphyromonas	Prevotella	Yokenella	Mannheimia	Paraclostridium	Piscinibacter	Serratia	Citrobacter	Sphingomonas	Sutterella	Clostridioides	Crassaminicella	Planococcus	Klebsiella	Butyrivibrio	Segatella	Rhizobium	Parvimonas	Abiotrophia	Aerococcus	Alkaliphilus	Pantoea	Mixta	Jeotgalibaca	Acidaminococcus	Dickeya	Sodalis	Enterobacteriaceae_unclassified_family	Vibrio	Priestia	Limosilactobacillus	Lacticaseibacillus	Proteus	Methylobacterium	Edwardsiella	Moraxella	Actinobacillus	Yersinia	Cronobacter	Xylanibacter	Pseudoduganella	Tetragenococcus	Pasteurella	Carnobacterium	Methylocystis	Leclercia	Aggregatibacter	Acidovorax	Phyllobacterium	Raoultella	Burkholderiales_unclassified_order	Providencia	Aquibium	Erwinia	Companilactobacillus	Methylorubrum	Selenomonas	Atlantibacter	Lysinibacillus	Pectobacterium	Kluyvera	Melissococcus	Paracidovorax	Stutzerimonas	Aeromonas	Aminobacter	Vagococcus	Filifactor	Lancefieldella	Hydrogenophaga	Phascolarctobacterium	Lactococcus	Gudongella	Neisseria	Azospira	Hoylesella	Novosphingobium	Latilactobacillus	Acetoanaerobium	Aquabacterium	Capnocytophaga	Kosakonia	Listeria	Tatumella	Leptothrix	Sphaerotilus	Massilia	Rubrivivax	Schaalia	Diaphorobacter	Actinomyces	Devosia	Cupriavidus	Roseateles	Weissella	Herbaspirillum	Sphingobium	Leuconostoc	Ottowia	Chromobacterium	Cloacibacterium	Comamonas	Eikenella	Glaesserella	Sphingosinicella	Hyphomicrobium	Rhodoferax	Cytobacillus	Kingella	Lapidilactobacillus	Kocuria	Brevundimonas	Delftia	Sphingosinithalassobacter	Suicoccus	Pasteurellaceae_unclassified_family	Avibacterium	Rhodopseudomonas	Limnohabitans	Rhizorhabdus	Caminibacter	Bibersteinia	Bradyrhizobium	Bosea	Paenacidovorax	Variovorax	Methylibium	Afipia	Breoghania	Caenibius	Microvirga	Rothia	Polaromonas	Croceicoccus	Bordetella	Ancylobacter	Blastochloris	Paracoccus	Stella	Burkholderia	Tsuneonella	Ochrobactrum	Tardibacter	Sphingopyxis	Xanthomonas	Roseomonas	Altererythrobacter	Micrococcus	Collimonas	Vitreoscilla	Sphingorhabdus	Alicycliphilus	Anabaena	Inhella	Caldimonas	Rodentibacter	Caulobacter	Alysiella	Salinicoccus	Paraburkholderia	Acetobacter	Porphyrobacter	Synechococcus	Denitratisoma	Erythrobacter	Nitrobacter	Neorhizobium	Oscillatoria	Parasphingopyxis	Pandoraea	Mycetohabitans	Caballeronia	Qipengyuania	Zymomonas	Blastomonas	Betaproteobacteria_unclassified_class
2022_11_18_Nct_07_16S_PDA-MAPS	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	28	1	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	360	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	2092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	68	0	0	0	3	0	0	3	0	0	0	11	0	0	0	0	0	0	52	0	0	0	0	0	1	0	2	1	0	1	0	1	0	0	10	265	0	9	3	0	4	4	0	9	0	0	45	0	24	0	1	0	0	0	14	0	0	0	0	75	7	1	0	0	188	6	1	134	23	13	0	0	1	0	14	0	3	2	4	2	0	11743	0	0	0	10	15	0	22	0	0	2	0	0	21	1	0	0	0	1	0	26	1	5	0	2	2	0	0	0	0	187	2	7	0	0	5	0
2022_11_18_Nct_08_16S_PDA-MAPS	0	0	0	0	0	0	170	0	0	0	4620	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	174	0	0	0	100	0	0	0	355	0	0	1429	109	0	0	0	25	0	0	0	1	0	0	0	0	116	0	0	0	0	1	0	0	0	205	0	0	399	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2434	0	0	0	0	1	0	0	1	0	506	49	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	60	0	0	0	0	1	0	202	202	0	34	0	0	0	0	0	1	0	0	0	0	0	0	3	0	52	0	0	2	0	0	1	8	0	0	123	1	0	31	0	0	0	0	2	1	43	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	1	0	0	0	0	0	1	0	1	0	0	0	15	0	0	0	0	0	21	0	0	0	4	0	2	0	2	1	0	0	0	0	1	1	0	0
2022_11_18_Nct_09_16S_PDA-MAPS	0	65	0	141	0	14	7	219	0	733	546	0	78	5	25	0	9	315	37	56	0	0	26	9	2	0	2	0	6	0	0	7	0	1	1	28	13	0	0	22	0	29	0	68	5	34	2	0	0	2	1	0	18	7	0	0	182	8	0	0	0	0	0	0	18	0	1	9	1	9	0	0	0	10	1	3	0	0	5	1	3	0	0	0	0	0	0	113	0	0	0	0	2	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_11_18_Nct_06_16S_PDA-MAPS	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	5388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	63	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	4	0	0	1	0	16	0	0	97	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	4576	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	1	3	2	3	1	1	0
2021_12_13_nct_1_16S_PDA-MAPS	66	13	3	186	136	153	0	380	0	405	5386	0	142	6	58	29	36	154	11	30	1	1	0	0	1	8	2	57	2	8	0	1	21	0	1	54	34	0	0	35	78	4	0	6	13	51	19	0	0	2	1	3	8	11	51	0	366	23	40	0	0	45	12	12	4	47	5	9	1	2	137	0	0	7	0	0	1	0	1	0	0	0	1	32	1	38	0	55	0	3	0	0	65	2	0	3	18	37	0	0	0	0	1	0	1	0	0	0	2	52	0	0	0	0	118	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021_12_13_nct_4_16S_PDA-MAPS	11	0	0	102	45	108	17	64	0	334	1533	74	221	1	20	37	11	69	180	2	1	4	0	0	4	127	10	6	5	3	10	1	2	409	0	39	15	1	0	24	209	0	0	8	4	1	0	0	0	11	6	5	12	11	1	0	784	21	0	2	0	217	4	0	5	0	0	1	0	3	6	1	0	11	0	2	5	0	1	0	8	0	0	0	0	0	3	0	0	1	0	0	7	0	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	8	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021_12_13_nct_2_16S_PDA-MAPS	0	0	0	0	0	462	653	0	0	0	4643	0	0	0	1	0	0	0	823	0	0	0	0	0	69	0	0	0	0	0	0	0	0	33	0	0	0	0	1	0	306	57	0	0	0	11	0	0	0	70	42	0	0	0	307	0	477	0	0	4	0	830	0	523	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	14	3	3	2	0	1	0	0	25	0	0	0	0	45	8	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	1046	1	1	1	0	252	5	3	3	0	0	0	3	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	215	0	2	11	0	0	20	0	1	0	9	0	0	0	0	0	37	8	1	0	0	6	1	840	4	0	4	9	0	7	4	0	148	0	376	0	0	0	8	0	0	0	0	15	0	0	0	112	0	2	0	0	0	1	0	0	0	0	0	0	0	1	133	2	0	0	0	0	23	0	0	7	0	0	3012	1	9	0	0	0	0	0	0	0	62	9	7	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021_12_13_nct_3_16S_PDA-MAPS	43	58	0	135	0	219	30	56	0	642	6650	0	0	1	422	70	26	2	5196	26	1	0	0	0	291	0	4	0	10	1	0	0	190	14	0	62	65	2	0	100	130	0	0	38	38	15	114	0	2	384	205	0	6	37	0	0	321	0	0	1	0	156	0	0	2	0	597	6	2	1	0	1	0	5	0	0	1	8	3	0	0	12	0	0	0	77	36	0	0	0	0	9	165	4	0	0	0	28	1	0	9	6	5	0	4	3	3	7	0	0	1	4	8	15	1	0	13	4	0	0	0	0	33	0	10	0	0	0	3	0	1	0	1	0	30	0	2	0	2	0	0	0	1	2	1	7	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	212	0	0	0	0	0	0	0	0	0	0	2	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_12_20_JU124_16S_PDA-MAPS	0	0	0	0	3	0	19	0	0	0	1191	0	0	0	0	0	0	0	19	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	1	0	72	0	0	0	41	0	0	0	7	0	0	0	5	123	0	0	0	267	0	250	0	0	4	1	291	0	222	0	0	9	0	0	0	0	0	0	0	12	0	0	0	1	61	0	1	0	0	3	227	1	321	0	0	0	0	12	0	0	595	0	2	31	0	2	0	7	0	0	0	1	0	0	0	0	0	0	2	0	1	7	0	0	0	27	0	36	0	6	29	0	0	0	0	2	0	0	1	0	0	0	1	2	2	0	0	0	0	0	68	0	0	0	0	0	0	1	0	0	5	0	0	1	6	0	0	1	2	0	2	0	0	0	0	0	8	340	2	5	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	30546	0	1	0	7	0	0	0	0	0	3	0	0	5	2	0	0	0	0	3	37	0	0	5	2	0	0	0	0	0	16	10	17	0	0	2	0
2022_12_20_ctrl3_16S_PDA-MAPS	0	0	0	0	0	297	0	0	0	0	1984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	77	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	62	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	1	0	0	0	0	5	998	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	39	2	0	3	3	3	0	0	0	0	1	0	1	1	1	0	1	16129	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	0	1	0	69	2	0	0	1	0	0	0	0	0	10	1	1	0	0	0	0
2022_12_20_JU015_16S_PDA-MAPS	80	0	62	2	111	8	0	0	8	85	602	71	25	7	7	0	3	5	12	3	0	0	0	0	2	4	1	0	1	0	12	0	0	0	1	2	7	0	8	0	112	126	0	0	0	75	0	0	0	0	0	0	2	0	62	0	52	0	0	0	1	234	0	0	0	0	3	1	6	0	0	0	7	0	0	1	0	0	1	0	0	0	0	0	2	0	0	883	0	0	0	0	1	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	10	0	0	1	0	0	0	0	4	0	2332	3	0	1	0	0	2	360	0	9	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	4	3	1	0	0	0	12	1	0	0	0	14	1	0	16	1	3	1	0	0	0	3	0	0	0	1	24	0	2	0	1	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	48	0	0	6	0	0	1	0	0	0
2022_12_20_JU263_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	0	8950	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	421	439	0	0	0	5	0	0	0	0	0	0	0	0	1040	9	10772	0	0	0	0	2832	0	3010	0	0	1	0	6	0	911	0	0	0	135	0	0	0	0	146	469	0	3	0	1	0	0	663	0	0	0	0	0	0	0	0	446	3650	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	162	2	0	0	0	1	0	6	0	0	0	3	0	0	0	2	0	0	0	0	0	46	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	530	0	0	6	0	0	1	2269	0	0	0	3	0	1	1	42	0	90	0	29	231	0	3	4	0	2	1	0	1	117	0	0	0	0	0	1	0	0	0	4	0	0	0	3	107	0	0	1	0	57	0	0	1	0	10	0	0	0	309	0	5	3	0	0	0	1	62534	0	0	0	9	0	0	0	0	2	3	0	0	2	1	0	0	0	0	0	719	0	0	0	0	0	15	0	0	0	50	12	19	0	1	1	0
2022_12_20_JU121_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	0	4490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	652	0	0	0	2	0	0	0	0	0	0	0	0	2	2	676	0	0	0	0	2764	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	10889	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	122	0	0	3	45	0	0	0	25	0	0	5	0	0	0	0	21	2919	0	5	6	0	3	0	0	2	0	0	169	0	1	0	0	0	0	0	23	2	0	0	0	10	0	1	0	0	13	0	0	5	1	4	0	0	0	0	2	0	4	0	1	24	0	25652	0	0	0	4	0	0	0	0	0	17	0	0	2	15	0	0	0	0	0	42	1	1	0	0	3	0	0	0	1	18	5	5	2	2	1	0
2022_12_20_JU079_16S_PDA-MAPS	0	230	17	23	2206	236	4	0	0	58	87012	80	0	6	92	2	41	0	5	4	3	70	0	0	0	861	1	149	16	1	0	0	1	103	0	109	105	207	1	0	193	5	0	6	246	113	41	0	24	6	45	0	4	36	62642	51	13374	5	2	1	0	2301	1352	7747	72	1	5	36	0	13	3002	0	0	22	134	0	605	2	33	482	1323	0	137	135	44	142	17	8759	0	575	47	0	52	178	101	0	1328	2617	352	18	25	0	65	10	0	3	0	56	0	0	0	6	1	0	314	88	0	0	1	0	219	226	289	0	3	1311	17	0	3	0	8	1	1	3	0	1184	0	5	37	0	6	1	0	1	1	551	1561	0	0	54	1	0	5940	0	16	97	7	3	9	182	0	0	12	28	2	0	6	55	1	79	0	17	4448	12	2	11	1	2	3	129	1	529	92	126	1	24	1	3	2	0	0	41	2	4	13	99	198	15	0	0	17	358	9	15	121	4	40	1	1	0	188	3	1	0	0	13	0	0	2837	1	1	2	8	0	0	0	0	0	29	0	0	2	30	0	25	0	1	2	10	0	1	0	0	0	2	0	0	0	344	0	2	2	3	1	0
2022_12_20_ctrl1_16S_PDA-MAPS	0	0	25	0	0	248	0	0	0	0	1281	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	664	113	0	0	0	1	0	0	0	0	0	0	0	0	151	0	6	0	0	0	0	1400	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	32	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	1	0	0	3	0	0	0	0	11	1	1	3	0	0	0	0	6	1193	0	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	3	0	0	0	1	16683	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	1	0	25	0	0	0	1	0	0	0	0	0	52	2	13	0	0	0	0
2023_01_17_ctrl6_16S_PDA-MAPS	0	0	0	18	0	0	0	0	1	0	323	1	0	0	0	0	1	8	0	0	4	0	0	0	0	0	1	0	1	0	0	5	0	1	0	16	1	44	3	1	259	0	0	0	0	16	0	0	0	1	0	1	0	0	109	0	0	0	1	6	3	20	0	123	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	39	0	216	2	0	0	0	0	0	0	1056	0	3	10	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0	3	19	4	0	0	0	2	2	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	1	24	0	0	0	0	6	0	1	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	168	1	4	9	0	2	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	2	45	0	1	0	0	207	4	0	0	1	11	0	0	0	0	0	0	5	0	3	100	0	11056	0	0	0	9	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	22	7	0	0	0	1	0	0	0	0	140	4	5	0	1	0	0
2023_06_01_Nct_09_16S_PDA-MAPS	0	0	0	0	0	1	0	23	0	0	43	56	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	68	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	457	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2023_06_01_Nct_10_16S_PDA-MAPS	0	0	0	0	0	8	0	0	0	0	96	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	3	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	95	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	6	0	0	303	0	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	5	0	0	16	0	0	0	0	2	1	0	0	0	0	0	0	0	42	0	5	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
2023_06_01_Nct_08_16S_PDA-MAPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	313	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	1	1	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	25	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
2023_06_01_Nct_07_16S_PDA-MAPS	0	0	0	0	0	0	11	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	1	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	22	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
2023_06_01_Nct_05_16S_PDA-MAPS	0	0	0	0	0	68	0	0	0	0	2375	0	0	0	0	0	0	0	2303	0	0	0	0	0	134	0	0	0	0	80	0	0	0	1	0	0	0	0	0	0	319	0	8	0	0	2	0	0	0	133	61	0	0	0	331	0	23	0	0	0	0	1	0	233	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	19	256	0	0	0	0	23	0	0	0	7	0	3	0	4	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	4	2	0	0	1	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	277	0	39	0	0	5	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2023_06_01_Nct_02_16S_PDA-MAPS	0	0	0	0	0	168	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	17	0	3	2	0	0	0	60	0	44	0	1	0	0	0	0	0	0	0	1	1	5	0	53	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
