feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Phyllobacteriaceae	sample_type	paraffin_ctrl	-5.96123510689659	0.722839055773907	176	87	1.92564810437507e-12	1.79085273706882e-10
Burkholderiaceae	sample_type	paraffin_ctrl	-5.2269493696307	0.741990146779295	176	100	4.35435692606506e-11	2.02477597062025e-09
Brucellaceae	sample_type	paraffin_ctrl	-3.5879546576719	0.563600305752785	176	61	5.35322188885841e-09	1.65949878554611e-07
Enterococcaceae	sample_type	paraffin_ctrl	-3.05210938450569	0.615797670344331	176	103	1.90157563299161e-06	4.42116334670549e-05
Hyphomicrobiaceae	sample_type	paraffin_ctrl	2.42854284221499	0.520331638211974	176	32	6.07184143835639e-06	0.000112936250753429
Clostridiaceae	sample_type	paraffin_ctrl	-3.05011627462244	0.669009430954972	176	64	1.36942821650204e-05	0.000212261373557817
Pasteurellaceae	sample_type	paraffin_ctrl	-3.60249146851999	0.826186868631279	176	88	2.31957869774448e-05	0.000308172598414624
Lysobacteraceae	sample_type	paraffin_ctrl	2.02177651027329	0.515554059281487	176	58	0.000126482596800962	0.00130698683360994
Moraxellaceae	sample_type	paraffin_ctrl	3.23418760500888	0.797195973989461	176	136	0.00011976124383308	0.00130698683360994
Nostocaceae	sample_type	paraffin_ctrl	1.92983833693861	0.496461032085408	176	76	0.000158338803654945	0.00147255087399099
Lachnospiraceae	sample_type	paraffin_ctrl	-2.71166011447834	0.686498595247411	176	61	0.000197550336650953	0.00167019830077624
Oscillospiraceae	sample_type	paraffin_ctrl	-2.64603970223361	0.741922121880999	176	43	0.000486097258901922	0.00364136936836776
Gemellaceae	sample_type	paraffin_ctrl	-2.76722063537913	0.770931146722398	176	79	0.00050900862138474	0.00364136936836776
Rhizobiaceae	sample_type	paraffin_ctrl	-2.6745719158257	0.746474458741871	176	80	0.000614198217964313	0.00380802895137874
Erwiniaceae	sample_type	paraffin_ctrl	-2.22283500898571	0.626639597723764	176	63	0.000605190710628012	0.00380802895137874
Aeromonadaceae	sample_type	paraffin_ctrl	-1.60919622649868	0.455909808000587	176	30	0.000656221995335445	0.00381429034788727
Yersiniaceae	sample_type	paraffin_ctrl	-1.88630124046739	0.501589993045986	176	67	0.000738012177883832	0.00403736073783508
Carnobacteriaceae	sample_type	paraffin_ctrl	-1.99183976347452	0.562094607275785	176	77	0.00177099289165028	0.00915012994019314
Fusobacteriaceae	sample_type	paraffin_ctrl	-2.45043212382543	0.757408404498862	176	52	0.00192289881243956	0.00925812629129219
Prevotellaceae	sample_type	paraffin_ctrl	-1.93788460279688	0.614956791870596	176	41	0.00199099490135316	0.00925812629129219
Streptococcaceae	sample_type	paraffin_ctrl	-2.44103221730122	0.775772440647784	176	145	0.00210250029153006	0.00931107271963312
Veillonellaceae	sample_type	paraffin_ctrl	-2.41633685653013	0.778164655575694	176	88	0.00259583427566338	0.00981926148413395
Bacillaceae	sample_type	paraffin_ctrl	-2.08499709634664	0.670940656074385	176	98	0.0026207061350563	0.00981926148413395
Aerococcaceae	sample_type	paraffin_ctrl	-2.13954414330408	0.699132083503026	176	76	0.0028206154488276	0.00981926148413395
Pectobacteriaceae	sample_type	paraffin_ctrl	-0.857292273611481	0.278834326631725	176	40	0.00244990215504949	0.00981926148413395
Actinomycetaceae	sample_type	paraffin_ctrl	-1.69683229426872	0.558925127587165	176	38	0.00285075333410341	0.00981926148413395
Methylocystaceae	sample_type	paraffin_ctrl	0.810616088470958	0.267822057140483	176	21	0.00284800418064081	0.00981926148413395
Zoogloeaceae	sample_type	paraffin_ctrl	1.23757325581242	0.417035102496329	176	30	0.0034301808100978	0.0113931005478248
Caulobacteraceae	sample_type	paraffin_ctrl	2.71616238214088	0.92160784866702	176	83	0.00442769000149211	0.0141991437978885
Pseudomonadaceae	sample_type	paraffin_ctrl	-2.58207948921373	0.892521300448081	176	80	0.0049449228929568	0.0151703778319394
Peptostreptococcaceae	sample_type	paraffin_ctrl	-1.8472016125721	0.648498793825282	176	44	0.00505679261064648	0.0151703778319394
